image_name,tags
hka_lk_worlds_2019_0000000537,0-13 1-13 12-10 12-9 2-2 3-1 3-2 5-8 6-7 6-8 7-5 7-6 7-7 7-8 8-6
dwg_lk_4_worlds_2019_0000000514,10-12 11-11 11-12 12-12 4-4 5-4 5-5 6-7 7-7 9-12
spy_uol_5_2019_0000001645,1-5 10-11 10-8 10-9 11-2 11-3 13-1 2-5 3-11 5-5 5-6 5-7 5-8 6-7 6-8 7-7
spy_uol_4_2019_0000001097,12-6 12-7 12-9 13-6 3-2 3-4 4-3 4-4 5-5 5-6 6-6 7-4 7-5 8-4 8-5 8-6
lk_mg_worlds_2019_0000000236,10-9 11-12 11-5 12-11 12-12 12-5 2-2 2-3 2-4 7-7 7-8 8-7 8-8 9-9
hka_lk_worlds_2019_0000000175,11-12 12-2 2-1 2-2 3-1 8-5 9-10
spy_uol_2_2019_0000000871,10-10 10-11 10-9 11-10 11-9 9-10 9-9
dwg_lk_4_worlds_2019_0000000092,1-3 11-11 11-12 12-11 12-12 2-2 2-3 3-2 6-2 6-3 6-7 7-10 7-7
cg_ryl_1_worlds_2019_0000000310,10-11 10-12 11-11 11-12 11-3 11-4 12-11 12-12 2-3 3-2 3-3 3-7 7-7 9-11 9-12
spy_uol_5_2019_0000001929,1-12 1-13 10-4 10-5 11-3 11-4 12-3 12-4 7-4 7-5
cg_ryl_2_worlds_2019_0000000797,1-12 11-10 11-9 12-10 12-11 12-9 13-9 5-1 5-2 6-1 8-6 8-7 8-8
spy_uol_2_2019_0000000744,1-8 1-9 10-10 10-11 11-10 12-2 2-2 2-3 2-9 3-2 6-3 7-3 7-6 7-7 8-10 8-6 9-10
hka_isg_3_2019_0000000830,10-9 2-2 2-3 2-4 3-2 3-3 3-4 3-5 4-5 6-5 7-12 7-13 7-5 9-9
hka_isg_1_2019_0000000983,11-11 12-11 13-9 4-1 4-2 5-4 5-5 5-9 6-4 6-5 7-7 8-3 8-4 8-5 8-6 8-7 8-8 9-8 9-9
hka_mg_worlds_2019_0000000765,10-12 11-11 11-12 12-12 2-3 2-4 3-3 3-4 8-6 8-7 9-10 9-11 9-12
spy_uol_4_2019_0000000228,11-1 11-11 11-12 12-1 12-11 12-12 12-2 13-1 13-10 13-2 13-9 2-3 3-2 3-3 4-2 4-3 7-6 7-7
fla_ryl_3_worlds_2019_0000000391,12-10 12-11 12-9 13-9 2-2 2-3 3-2 4-1 5-8 5-9 6-7 6-8 7-6 7-7 9-5
dwg_lk_worlds_2019_0000000487,11-12 12-12 4-4 5-4 5-5 7-1 7-2 7-3 7-7 8-1 8-2 8-3
spy_uol_6_2019_0000000264,11-11 11-12 12-11 12-12 13-11 2-2 3-10 3-11 3-2 3-3 7-6 7-7 8-7
fla_ryl_3_worlds_2019_0000000602,10-12 11-10 11-11 11-12 12-10 3-1 3-2 4-1 4-2 5-7 5-8 6-1 6-2 6-3 6-4 6-5 6-7 6-8 7-4
spy_uol_5_2019_0000001553,10-4 10-5 11-7 11-8 12-7 12-8 2-3 3-3 6-6 7-6 7-7 8-3 8-4 8-6 8-7 9-3 9-4 9-6 9-7
spy_uol_2_2019_0000000478,1-11 1-12 1-13 1-3 1-4 10-8 10-9 12-9 13-9 2-12 2-13 2-3 2-4 3-6 4-4 4-6 5-4 7-6 7-7 8-6 8-8 8-9 9-5 9-8 9-9
mmm_uol_worlds_2019_0000000296,1-4 12-10 12-11 13-10 2-2 2-3 3-2 3-3 4-5 6-10 6-8 6-9 7-10 7-6 7-7 7-9 8-12 9-12
hka_mg_worlds_2019_0000000870,1-11 1-12 10-3 11-2 13-1 2-5 4-5 6-6 6-8 7-12 7-5 7-6 7-8 7-9 8-11 8-12 8-9 9-3
hka_lk_worlds_2019_0000000055,10-10 10-11 10-8 10-9 11-10 11-8 3-6 6-3 6-6 6-7 7-3 7-6 7-7
fla_ryl_3_worlds_2019_0000000564,10-12 10-13 10-6 10-7 11-12 11-6 11-7 12-11 12-12 2-7 3-2 4-2 5-7 8-6 9-6
hka_isg_4_2019_0000000425,1-13 10-13 2-3 2-4 3-4 3-5 4-5 5-5 5-6 5-7 5-8 6-7 6-8
spy_uol_6_2019_0000000456,10-12 10-13 11-11 11-12 12-11 12-12 2-3 3-3 3-4 7-6 7-7 8-5 8-6 8-7 8-8 8-9 9-9
spy_uol_5_2019_0000001122,1-7 1-8 3-10 3-6 3-7 3-8 4-10 4-8 4-9 6-9
lk_mg_worlds_2019_0000000010,10-11 10-12 10-8 10-9 3-4 4-13 4-3 4-4 5-3 5-4 6-4 6-5 7-4 7-5 7-6 7-7 8-6 8-7 9-8
cg_ryl_3_worlds_2019_0000000036,10-12 10-9 12-7 12-8 13-10 13-7 13-8 2-2 3-3 3-4 5-6 6-12 6-4 6-6 7-10 7-11 7-12 7-3 7-4 7-6 7-7 7-9 8-12
spy_uol_4_2019_0000001190,3-4 3-5 4-4 4-5 5-6 8-4
dwg_ryl_worlds_2019_0000000758,11-10 11-9 12-10 12-8 12-9 13-7 13-8
dwg_fla_worlds_2019_0000000126,10-12 10-13 11-10 11-9 12-10 12-9 2-2 2-3 3-2 4-1 5-5 6-7 6-8 7-7 8-10 8-9 9-9
dwg_fla_worlds_2019_0000000491,10-13 11-12 11-13 12-12 13-3 13-4 2-3 2-5 2-6 3-2 3-3 3-4 3-6 5-7 6-7 6-8 8-6
spy_uol_2_2019_0000000984,12-10 12-9 2-3 2-4 3-3 3-4 4-2 4-3 5-3 5-8 6-5 6-7 6-8 7-11 7-2 7-5 7-6 7-7 7-8 8-11
fla_ryl_3_worlds_2019_0000000748,13-1 2-5 2-6 3-3 4-1 4-2 4-5 6-6 6-7 7-4 7-5 7-7 7-8 8-5 8-6 8-8 9-7 9-8
spy_uol_4_2019_0000001380,10-11 10-12 10-6 11-7 11-8 6-4 6-7 7-6 7-7 8-4 8-5 9-12 9-5 9-6
hka_isg_2_2019_0000000220,10-12 11-11 11-12 11-4 11-5 2-2 2-3 3-2 6-8 9-11 9-12
dfm_spy_worlds_2019_0000000165,10-12 11-11 11-12 12-10 12-11 3-1 3-2 5-7 5-8 6-12 6-7 6-8 7-7 7-8 8-5 8-7
hka_isg_3_2019_0000000960,11-11 11-12 3-3 3-4 5-1 5-2 6-5 6-6 7-5 7-6 7-9 8-4 8-5 8-6
hka_lk_2_worlds_2019_0000000849,4-10 6-10 6-11 6-9 7-1 7-12 7-7 7-8 8-11 8-7 8-8 9-11
hka_isg_4_2019_0000001049,10-12 10-13 11-11 11-12 12-12 4-10 4-2 4-7 4-8 5-10 5-9 6-6 6-7 6-8 7-5 7-7
hka_isg_2_2019_0000000779,10-9 3-1 3-2 4-2 7-8 8-8 9-8 9-9
spy_uol_3_2019_0000000325,1-6 11-10 11-11 11-12 12-10 12-11 12-12 2-2 2-3 2-6 3-2 6-3 6-4 6-7 6-8 6-9 7-3 7-4 9-4
cg_ryl_1_worlds_2019_0000001175,10-9 11-10 12-10 12-9 5-4 5-5 6-5 6-6 6-7 7-4 7-5 9-7 9-8 9-9
cg_uol_worlds_2019_0000000518,0-12 0-13 1-12 1-13 10-7 12-10 12-3 12-9 13-3 13-9 2-2 2-3 2-4 2-5 2-8 3-3 3-4 6-6 6-7 7-6
spy_uol_3_2019_0000000783,10-3 10-4 10-5 11-11 11-12 11-7 11-8 12-10 12-7 12-8 12-9 13-10 5-1 5-2 7-6 8-1 8-5 8-6 8-7 9-5 9-6
fla_ryl_3_worlds_2019_0000000038,10-12 10-13 11-12 12-11 12-12 2-3 3-2 3-3 3-4 6-4 7-10 7-11 7-4 7-7 8-11
spy_uol_3_2019_0000000694,1-4 10-7 10-8 13-8 2-4 6-13 7-8 7-9 8-9 9-7 9-8
dwg_lk_worlds_2019_0000000964,10-4 10-5 6-7 6-8 7-7 8-7
fla_ryl_worlds_2019_0000000597,1-4 11-10 12-1 12-10 12-2 13-0 2-11 2-12 2-2 2-3 2-4 2-5 3-6 4-6 4-7 5-6 5-7 7-4 7-5
dwg_lk_4_worlds_2019_0000000483,10-12 10-13 2-1 2-2 3-1 3-2 4-1 4-4 4-5 5-5 6-6 6-7 7-7 8-3 8-4 9-12 9-13 9-3 9-4
dwg_lk_3_worlds_2019_0000000365,1-2 11-3 12-10 12-2 12-3 12-7 12-9 13-10 2-2 3-1 3-11 3-12 3-13 3-2 4-1 4-2 6-7 6-9 7-6 7-7 7-9
cg_ryl_2_worlds_2019_0000000956,10-8 10-9 11-6 11-7 12-11 13-1 2-3 4-4 4-5 8-5 8-6 9-5 9-6 9-8 9-9
hka_isg_2_2019_0000000558,4-3 4-5 4-6 4-7 5-4 5-5 5-6 5-7 5-8 6-4 7-4 7-5 7-6 7-7
dwg_fla_worlds_2019_0000000618,1-12 1-13 12-10 12-11 2-2 3-1 3-2 4-1 5-8 6-7 6-9 7-10 7-9 8-9 9-6 9-7
lk_mg_worlds_2019_0000000033,10-10 10-9 11-12 11-13 4-3 4-4 5-3 5-4 5-5 6-4 6-5 7-4 7-5 8-4 8-5 8-6 9-8 9-9
cg_uol_worlds_2019_0000000560,1-3 1-4 10-12 2-3 3-3 3-4 3-5 4-4 4-5 4-6 6-5 6-7 7-7 7-8 8-7 8-8 9-10 9-11 9-9
hka_isg_1_2019_0000000562,1-3 1-4 12-10 12-11 12-9 13-10 13-9 2-3 2-4 6-7 6-8 7-7 7-8 9-8 9-9
spy_uol_6_2019_0000000175,11-10 11-11 12-10 12-11 12-9 13-10 13-9 2-2 2-3 5-2 6-2 6-6 6-7 7-11 7-12 7-6 7-7 8-1 8-11 8-12 9-4
dwg_lk_worlds_2019_0000000216,10-10 10-12 10-13 4-1 4-2 5-1 5-2 7-5 7-7 8-13 8-7 9-10 9-12 9-13
hka_isg_3_2019_0000000216,11-11 12-10 12-11 2-12 2-13 3-2 4-1 4-2 6-2 6-7 6-8 7-6 7-7
dwg_ryl_worlds_2019_0000000935,3-11 8-6 8-7 9-6 9-7
fla_ryl_worlds_2019_0000001087,12-0 12-1 13-0 13-1 2-5 2-6 2-8 3-7 3-8 4-5 4-8 4-9 5-5 5-6 5-8 5-9 6-6 6-7 7-6 7-7 9-9
dwg_fla_worlds_2019_0000000649,12-11 2-2 3-1 3-2 4-1 4-2 4-8 5-1 5-2 5-8 6-8 7-4
spy_uol_3_2019_0000000961,10-3 10-4 10-6 11-4 11-9 12-10 12-6 12-9 13-1 13-6 2-12 3-13 7-1 7-10 7-2 7-9 9-3 9-4
spy_uol_3_2019_0000000276,10-10 10-9 11-10 12-10 12-9 13-9 3-2 4-1 4-2 5-4 6-4 7-4 7-5 8-5 8-6
fla_ryl_3_worlds_2019_0000000238,0-13 1-13 1-4 12-10 12-11 12-9 2-4 3-4 4-4 6-7 7-7 7-8 7-9
cg_ryl_3_worlds_2019_0000000483,10-1 11-1 11-10 11-11 11-12 13-1 2-2 2-3 3-2 3-3 3-4 6-3 6-4 6-5 6-6 6-7 6-8 7-10 7-11
spy_uol_6_2019_0000000020,10-7 11-7 3-4 4-3 4-4 4-7 5-5 6-7 7-7 8-8 8-9
spy_uol_5_2019_0000001254,1-4 10-12 10-13 10-9 2-4 5-10 5-11 6-10 6-11 6-9 7-10 7-13 7-9 8-10 8-11 8-9 9-12 9-8 9-9
cg_ryl_2_worlds_2019_0000000878,1-13 10-12 10-13 2-2 3-2 3-3 3-4 3-5 4-5 5-2 5-3 6-2 6-3 9-12 9-13
dwg_lk_3_worlds_2019_0000000223,10-10 10-11 11-10 11-11 11-12 12-10 12-11 3-1 4-1 5-2 6-2 6-7 7-6 7-7
hka_isg_4_2019_0000000228,1-10 1-2 1-3 10-10 10-12 10-8 10-9 11-10 11-11 11-12 11-8 11-9 12-1 12-9 13-1 13-2 2-2 2-3 6-7 6-8 7-6 7-7 8-6 9-10
hka_isg_2_2019_0000000037,11-4 11-5 12-5 13-5 13-6 5-8 5-9 6-10 6-12 6-8 6-9 7-10 7-11 7-2 7-3 8-2 9-4
cg_ryl_1_worlds_2019_0000000574,10-1 11-11 11-12 12-11 12-12 2-13 2-3 3-13 6-6 6-7 7-10 7-11 7-7 8-6 8-7 9-7
spy_uol_3_2019_0000000418,11-11 11-8 11-9 12-10 12-11 12-9 2-2 2-3 3-2 3-3 4-1 4-2 6-7 7-7 8-11 9-6 9-7
spy_uol_4_2019_0000000089,12-10 12-11 13-10 13-11 13-9 2-3 3-1 3-2 3-3 4-1 5-2 6-2 6-7 7-7
spy_uol_2_2019_0000000374,10-12 10-13 12-10 12-11 2-4 3-1 3-2 4-1 4-2 5-5 5-6 6-6 6-8 7-11 7-6 7-7 7-8 8-11 8-12 8-13 8-6 8-7 8-8 9-12 9-13 9-5
hka_isg_2_2019_0000000655,10-10 10-11 10-12 10-3 10-4 11-10 11-3 12-11 12-12 12-9 13-10 13-11 13-12 13-9 2-2 2-3 3-2 4-3 5-10 6-10 6-8 6-9 9-11
hka_isg_2_2019_0000000633,1-2 1-3 10-10 10-9 11-10 11-7 11-8 11-9 12-10 12-11 12-8 12-9 13-10 13-11 13-9 2-2 2-3 3-2 4-2 8-7 9-6 9-7
dfm_spy_worlds_2019_0000000303,10-0 10-1 10-11 10-12 11-0 11-1 11-10 12-10 12-11 2-2 2-5 2-6 6-6 6-7 7-4 7-6 7-7 8-10 8-4 8-5 8-9
hka_isg_1_2019_0000000013,10-10 10-11 10-8 3-4 3-6 3-7 6-11 6-12 6-7 6-8 7-6 7-7 8-6 9-6
cg_ryl_2_worlds_2019_0000000214,0-13 1-12 1-13 11-7 11-8 12-10 12-11 2-2 3-1 3-2 6-7 7-6 7-7 8-11 8-12
spy_uol_5_2019_0000001906,10-5 11-3 11-4 11-5 12-4 12-5 13-4 13-5
lk_mg_2_worlds_2019_0000000304,10-12 10-13 10-6 11-12 11-13 3-1 3-2 4-1 4-2 5-1 5-2 6-5 8-6 8-7
dwg_lk_4_worlds_2019_0000000285,1-3 1-4 10-12 11-12 12-7 2-3 5-8 6-7 6-8 7-4 8-10 8-6 8-7 9-10 9-11
spy_uol_4_2019_0000000365,1-8 1-9 10-12 10-13 11-11 11-12 11-8 2-8 4-1 4-2 4-3 4-4 5-2 5-3 5-7 5-8 6-7 6-8 7-4 8-7 8-8
dwg_lk_2_worlds_2019_0000000326,10-12 10-3 11-12 11-3 12-11 12-12 12-2 2-2 3-2 6-7 6-8 7-6 7-7 7-9 8-10 8-9
spy_uol_6_2019_0000001246,10-1 10-10 10-2 10-3 10-9 11-3 11-4 12-4 5-1 6-1 7-8 7-9 8-9 9-1 9-10 9-2 9-9
hka_mg_worlds_2019_0000000075,1-3 1-4 10-12 10-13 11-11 11-12 11-13 11-8 12-12 2-3 2-4 6-10 6-7 6-8 7-10 7-7
fla_ryl_worlds_2019_0000000032,11-7 12-7 2-3 3-3 3-5 4-5 5-5 6-4 7-3 7-6 7-9 8-11 8-3 8-4 8-6
lk_mg_worlds_2019_0000000329,10-12 10-13 12-11 12-12 13-11 13-12 2-3 2-4 3-2 3-3 4-2 6-3 7-11 7-12 7-2 7-3 7-7 7-8 8-6 8-7
spy_uol_5_2019_0000000011,1-4 3-2 3-3 4-7 5-4 5-7 5-8 6-4 7-4 7-5 7-6 8-6 8-7 8-8 9-8 9-9
cg_mmm_worlds_2019_0000000835,11-11 11-12 12-11 12-12 2-5 2-6 3-2 3-3 3-6 3-7 5-8 6-7 6-8 6-9 7-11 7-12 7-8 8-10 8-12 8-8 8-9 9-9
dwg_lk_worlds_2019_0000000697,10-9 11-4 11-5 11-8 12-3 12-4 12-5 12-6 13-6 2-4 2-5 9-10
dfm_spy_worlds_2019_0000000409,1-3 10-7 10-8 10-9 11-7 11-9 12-10 12-9 2-2 2-3 4-12 4-13 6-7 6-8 6-9 7-6 7-7 7-8 7-9 9-10
hka_mg_worlds_2019_0000000719,1-3 11-10 11-11 11-12 12-12 2-2 2-3 3-2 5-4 6-6 6-7 6-8 7-10 7-11 7-6 7-7 8-10 8-6 8-9 9-8 9-9
spy_uol_6_2019_0000001370,1-4 11-8 11-9 12-5 12-6 12-8 12-9 2-4 2-5 6-3 6-4 6-5 7-4 8-5 9-5 9-6
cg_ryl_3_worlds_2019_0000001425,10-1 10-2 3-11 5-4 5-5 6-3 6-4 6-5 7-3 7-4 7-5 7-6 7-7 8-6 9-2 9-3 9-4 9-5
cg_ryl_1_worlds_2019_0000000649,10-8 10-9 13-1 2-12 3-11 3-12 5-5 5-7 6-7 6-8 8-6 9-7 9-8 9-9
spy_uol_6_2019_0000000651,1-6 1-7 1-8 10-10 12-10 13-10 13-5 2-9 3-9 4-8 5-8 6-7 6-8 9-10
hka_mg_worlds_2019_0000000494,10-12 10-13 13-1 2-2 3-10 3-2 4-10 4-2 4-9 6-7 7-7 7-8 8-8 9-12 9-8
cg_ryl_3_worlds_2019_0000001149,10-5 12-8 12-9 13-1 7-5 7-6 7-7 8-4 8-5 8-6 9-4 9-5
dwg_ryl_worlds_2019_0000000570,1-2 1-3 11-10 11-11 12-1 12-10 12-11 12-8 12-9 13-1 13-9 2-2 2-3 3-6 3-7 6-7 7-7 8-11 8-12 8-7 9-7
cg_mmm_worlds_2019_0000000134,11-10 11-11 12-10 12-11 3-1 3-2 4-1 5-1 7-2 7-6 7-7 7-8 8-6 8-7 8-8 9-6
fla_ryl_2_worlds_2019_0000001297,11-10 11-11 13-10 13-9 7-7 7-8 8-7 8-8 8-9 9-10 9-9
fla_ryl_3_worlds_2019_0000000086,10-13 11-11 11-12 11-13 11-8 12-11 12-12 2-1 2-2 3-1 3-2 6-7 6-8 7-5 7-7 7-8 8-6 8-8
hka_mg_worlds_2019_0000001006,10-10 10-9 4-4 4-5 5-5 5-6 5-7 7-7 7-8 7-9 8-7 8-8 8-9
dwg_lk_worlds_2019_0000001348,3-10 3-9 4-10 4-4 4-5 4-6 4-9 5-2 5-4 5-5 6-3 6-4 7-6 7-8 7-9 8-5 8-6 9-7
cg_ryl_1_worlds_2019_0000000948,1-13 1-4 11-11 12-11 12-12 2-12 2-13 2-4 3-12 3-13 4-2 4-3 6-6 6-7 7-3 7-4 7-7 8-4 8-5 9-4 9-5
cg_ryl_3_worlds_2019_0000000309,11-11 12-10 12-11 13-10 13-11 3-1
cg_ryl_2_worlds_2019_0000000582,10-10 10-9 11-10 11-9 12-11 3-2 3-3 4-1 4-3 5-1 5-4 6-4 6-6 7-3 7-4 7-6 7-7 8-4 8-6 8-7
spy_uol_3_2019_0000000221,10-12 11-12 11-13 12-12 3-2 4-1 4-2 7-7 8-6 8-7 9-7
dwg_lk_worlds_2019_0000001210,1-4 2-3 2-4 5-6 6-7 6-8 7-8 8-8 8-9
hka_isg_3_2019_0000000911,10-5 12-8 2-13 2-9 3-13 3-9 4-10 4-5 4-6 4-9 7-2 8-1 8-10 8-2 8-5 8-6 9-5 9-6
cg_ryl_2_worlds_2019_0000000888,10-2 10-3 11-3 2-12 2-13 3-6 4-6 5-13 7-7 8-11 8-12 8-2 8-6 8-7 9-11 9-12
spy_uol_2_2019_0000000252,11-11 11-12 12-11 12-12 13-1 2-2 3-2 3-3 4-1 4-2 7-6 7-7 7-8 8-6 8-7 8-8 8-9
fla_ryl_3_worlds_2019_0000000117,11-12 11-13 12-11 12-12 3-2 4-1 4-2 5-1 5-8 5-9 6-8 6-9 7-6 7-7 7-9 8-7 9-7
cg_ryl_3_worlds_2019_0000000404,1-10 1-3 12-10 12-11 13-9 2-3 3-6 3-7 4-7 6-2 7-6 8-6
cg_ryl_3_worlds_2019_0000001269,10-11 10-2 10-3 10-6 11-3 12-4 13-1 4-4 5-12 8-4 8-5 9-5
spy_uol_6_2019_0000000044,11-5 11-6 12-7 13-10 2-5 2-6 3-4 7-8 7-9 8-11 9-5 9-6
cg_ryl_1_worlds_2019_0000000322,1-13 11-9 12-10 12-11 12-9 13-10 2-2 2-3 8-5 8-6
fla_ryl_2_worlds_2019_0000000964,1-13 10-3 10-4 11-11 11-12 11-5 11-6 12-12 2-2 2-3 3-13 4-13 5-2 5-4 5-8 6-2 6-3 6-8 8-11 8-12
hka_isg_2_2019_0000000883,11-11 11-12 11-7 11-8 12-11 6-12 6-2 6-4 6-9 7-1 7-2 7-4 7-8 7-9 8-3 8-4 8-5 8-8 9-3 9-4 9-5
dwg_lk_worlds_2019_0000001325,12-7 12-8 13-8 3-5
spy_uol_4_2019_0000000820,10-1 10-5 10-6 11-6 11-7 12-10 12-11 12-7 3-2 3-7 5-6 7-6 7-7 8-1 8-2 8-6 9-1 9-2 9-6
hka_isg_2_2019_0000000753,12-10 2-2 3-2 3-3 7-6 8-6 9-9
lk_mg_worlds_2019_0000000372,10-11 10-12 10-13 11-12 11-13 12-12 2-2 2-3 3-2 3-3 3-8 5-1 6-6 8-6 8-7
spy_uol_3_2019_0000000360,11-11 12-1 12-10 12-11 13-1 2-3 2-4 2-5 3-3 3-4 3-5 4-9 5-9 7-12 7-13
spy_uol_6_2019_0000001533,10-2 10-3 11-1 12-1 12-2 4-4 4-5 5-4 5-5 6-5 7-5 8-5 8-6
isg_spy_worlds_2019_0000000984,1-10 1-6 1-9 2-6 6-6 6-7 7-13 7-6 7-7 7-8 7-9 8-11 8-13
spy_uol_4_2019_0000000110,10-4 12-10 12-11 12-9 13-1 13-10 3-1 4-1 6-7 7-2 7-6 7-7 8-7
dwg_lk_4_worlds_2019_0000000124,1-4 11-12 11-13 12-11 12-12 12-13 2-3 2-4 6-5 6-6 7-11 7-12 7-7 7-8 8-12
spy_uol_2_2019_0000000326,10-11 10-12 10-13 11-11 11-12 11-8 12-11 12-12 3-1 3-2 4-1 4-2 8-6 8-7 9-7 9-8
hka_isg_4_2019_0000001151,10-12 2-3 2-4 5-6 5-7 5-8 6-7 6-8 7-7 7-8 8-8 8-9
spy_uol_6_2019_0000000678,12-8 12-9 13-1 13-8 3-2 3-3 4-2 4-3 5-9 6-2 6-5 6-6 7-2 7-6 7-7 8-11 8-6 8-8
cg_mmm_worlds_2019_0000000550,12-10 12-11 13-10 3-2 3-3 4-4 5-2 5-3 5-4 6-4 8-6
hka_lk_worlds_2019_0000000913,3-1 3-2 6-2 6-7 7-5 7-6 7-8 8-5 8-6 8-8 9-6 9-7 9-8 9-9
lk_mg_2_worlds_2019_0000000387,10-12 10-13 11-12 12-12 12-3 12-4 2-2 2-3 3-2 4-1 4-2 4-3 4-5 4-6 7-6 7-7 8-6 8-7
hka_isg_3_2019_0000000193,1-3 10-8 10-9 12-10 12-11 12-12 12-9 2-3 3-4 6-7 6-8 7-7 9-8
dwg_lk_worlds_2019_0000001141,12-5 3-1 3-2 4-1 4-2 4-9 5-4 5-6 5-7 5-8 6-6 6-7 6-8 7-4 7-5 8-4 8-5
hka_isg_4_2019_0000000819,11-11 11-12 2-3 2-4 5-5 5-8 6-6 6-7 6-8 7-6 7-7 8-12 8-7 8-8 9-12 9-7
cg_ryl_3_worlds_2019_0000000096,10-8 11-10 11-11 11-7 11-8 12-10 12-9 13-10 2-2 2-3 2-6 2-7 3-2 3-3 3-6 6-7 6-8 7-7 7-8 8-7 8-8
spy_uol_6_2019_0000000364,1-4 10-10 10-9 11-12 11-13 2-3 2-4 7-7 8-12 8-7 9-12 9-7 9-8 9-9
isg_spy_worlds_2019_0000000231,11-12 11-9 12-11 12-12 12-8 12-9 2-2 2-3 3-2 3-3 5-7 5-9 6-9 7-7 7-8
dwg_fla_worlds_2019_0000000301,10-12 11-12 11-13 12-5 12-6 13-6 3-2 3-3 4-2 6-6 7-2 9-5 9-6
dwg_lk_4_worlds_2019_0000000374,1-12 1-13 1-3 1-4 11-11 11-12 12-12 2-3 2-4 3-5 4-5 6-12 6-13 6-6 6-7 7-7 8-10
hka_isg_3_2019_0000001323,1-7 10-12 10-13 2-11 2-6 3-10 3-11 4-3 4-4 5-2 5-3 5-4 5-7 5-8 6-12 6-2 6-3 6-7 6-8 8-12 8-13 8-6 9-12 9-13
dwg_fla_worlds_2019_0000000272,1-10 1-9 10-7 11-11 12-11 12-12 2-10 2-2 2-3 4-12 4-13 5-8 6-5 6-8 7-1 7-2 9-7
dfm_spy_worlds_2019_0000000557,10-11 10-8 12-10 12-11 12-9 2-2 2-3 3-3 4-1 5-1 6-7 7-7 7-8 8-5 8-8 8-9 9-11 9-9
hka_isg_2_2019_0000000466,0-10 0-11 0-12 0-13 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 10-14 11-14 12-14 13-14 4-14
hka_lk_2_worlds_2019_0000000342,12-10 12-11 12-9 13-10 13-11 13-9 2-10 2-2 2-3 2-4 6-7 6-8 7-3 7-4 7-8
cg_ryl_2_worlds_2019_0000001131,10-7 5-3 5-4 5-5 5-6 6-5 6-6 7-5 7-6 7-7 8-6 8-7 9-5 9-6 9-7
hka_isg_4_2019_0000001026,11-11 11-12 12-11 3-2 5-3 5-4 6-10 6-2 6-7 6-9 7-6 7-7 8-3 9-3
hka_lk_2_worlds_2019_0000000801,6-1 6-10 6-11 6-7 7-1 7-13 7-2 7-7 8-7
cg_ryl_1_worlds_2019_0000000918,10-4 10-5 10-9 11-4 11-5 11-6 12-10 12-11 13-7 13-8 2-3 3-2 3-3 9-2 9-3 9-4 9-5 9-9
fla_ryl_worlds_2019_0000000258,10-12 11-11 11-12 12-11 12-12 2-1 2-11 2-2 3-1 6-7 7-6 7-7
spy_uol_5_2019_0000001687,10-4 7-5 7-6 8-5 8-6 9-4 9-5 9-6
dfm_spy_worlds_2019_0000000576,1-2 1-3 10-12 11-11 11-12 2-11 2-2 2-3 2-5 2-6 4-3 4-4 6-5 8-5 9-12
dwg_fla_worlds_2019_0000000522,1-6 1-7 12-10 12-9 13-10 13-9 2-3 2-4 2-5 2-6 3-6 3-7 4-5 4-7 5-5 5-6 6-6 7-7
lk_mg_2_worlds_2019_0000000641,10-10 10-11 10-12 10-13 11-11 11-12 12-11 3-1 3-2 4-1 4-2 7-7 7-8 8-11 8-6 8-7 9-10 9-11
cg_ryl_2_worlds_2019_0000000027,10-8 11-7 11-8 3-4 4-3 4-4 5-11 5-3 6-10 6-11 7-7 7-8 8-11 8-7 9-8
spy_uol_5_2019_0000001126,1-7 1-8 11-12 3-10 3-6 3-7 4-10 4-5 4-9 5-10 5-9 6-12 7-9 8-8 8-9
fla_ryl_worlds_2019_0000000643,2-1 3-1 5-0 5-1 6-3 7-12 7-13 7-7 7-8 8-12 8-13 8-8 9-12 9-13
spy_uol_4_2019_0000001071,11-7 11-8 12-8 3-5 4-3 4-4 4-5 4-6 5-4 5-6 6-11 6-2 6-3 6-6 6-7 7-11 7-2 7-6 8-5 9-5 9-6
spy_uol_2_2019_0000000109,10-10 10-11 10-12 10-6 10-7 11-11 11-7 3-5 3-6 4-1 4-2 4-3 7-6 7-7 8-6 9-12
hka_mg_worlds_2019_0000000683,1-13 1-5 10-1 10-11 10-12 10-13 10-4 10-9 11-1 12-1 2-5 2-6 5-4 6-8 6-9 7-8 7-9 8-3 8-4 9-11 9-12
spy_uol_2_2019_0000000259,11-11 11-12 12-11 12-12 12-2 13-2 3-2 4-1 4-2 6-8 6-9 7-8 7-9 8-5 8-6 8-7 8-8
hka_isg_2_2019_0000000656,10-3 10-4 12-10 12-11 12-12 13-10 13-11 13-12 13-9 3-2 5-10 6-10 6-8 9-11
fla_ryl_3_worlds_2019_0000000405,11-11 11-12 11-8 11-9 12-10 12-11 12-12 12-9 2-2 2-3 3-3 6-8 6-9 7-7 7-8 8-8 9-8
cg_ryl_1_worlds_2019_0000000151,10-12 10-13 11-12 12-10 3-1 3-2 4-1 4-2 4-5 5-4 7-6 7-7 9-9
hka_isg_4_2019_0000001000,13-3 13-4 2-2 2-3 2-6 3-2 3-6 4-2 4-3 5-8 5-9 6-3 6-4 7-4 7-7 8-5 9-5
