image_name,tags
fla_ryl_2_worlds_2019_0000001183,10-5 11-11 11-12 5-5 6-2 6-7 6-8 7-2 7-3 7-4 7-5 7-7 7-8 8-4 8-5 9-4 9-5
dwg_lk_2_worlds_2019_0000000675,10-9 11-10 11-11 11-7 12-10 12-11 12-9 7-6 7-7 8-6 8-7 9-9
fla_ryl_2_worlds_2019_0000000137,10-11 10-8 11-10 11-11 2-2 2-3 6-7 7-7 9-8
hka_lk_worlds_2019_0000000720,10-6 11-5 12-10 13-9 4-1 7-1 8-3 8-4 8-5 9-4 9-5
hka_mg_worlds_2019_0000000331,10-11 10-12 11-11 11-12 2-2 2-3 3-2 6-4 6-5 6-7 6-8 7-4 7-5 7-6 7-7 7-8 9-4
cg_ryl_3_worlds_2019_0000000656,11-10 12-10 2-2 2-3 3-2 3-3 5-7 5-8 6-7 6-8 6-9 8-10 8-6 9-10 9-9
spy_uol_2_2019_0000001069,12-6 13-6 2-8 2-9 3-5 4-3 4-4 5-4 7-2 7-3 7-6
spy_uol_4_2019_0000001455,5-4 5-5 6-3 6-5 7-3 7-4 7-5 8-4 8-5
fla_ryl_worlds_2019_0000000935,0-10 0-8 0-9 11-7 11-8 12-8 13-10 13-9 14-9 2-5 2-6 3-5 3-6 5-7 6-7 7-6 7-9 8-6
spy_uol_4_2019_0000001470,5-4 5-5 6-4 6-5 7-4 7-5
dwg_lk_3_worlds_2019_0000000107,10-12 10-13 11-12 2-3 3-2 3-3 4-5 4-6 6-7 7-7
spy_uol_6_2019_0000000038,10-4 12-7 13-1 3-4 4-4 9-4
dwg_ryl_worlds_2019_0000000074,1-12 1-13 1-3 11-10 11-11 12-10 2-2 2-3 5-8 5-9 6-7 6-8
fla_ryl_2_worlds_2019_0000001209,4-4 5-5 5-6 5-7 5-8 5-9 6-6 6-7 8-11 8-12 9-1 9-12 9-2
hka_isg_3_2019_0000000172,11-10 11-11 12-10 12-11 2-4 3-3 3-4 4-5 4-6 6-7 6-8 7-7 7-8
fla_ryl_3_worlds_2019_0000000707,0-3 0-4 1-2 1-3 11-5 11-6 11-7 12-4 12-5 12-6 12-7 2-2 2-5 5-7 5-8 6-6 6-7 7-6 7-7 7-9
spy_uol_5_2019_0000000561,10-10 10-11 10-12 11-10 4-1 4-2 5-1 7-6 8-5 8-6 9-11 9-12
lk_mg_worlds_2019_0000000021,10-11 10-12 3-4 3-5 6-13 6-6 6-7 7-13 7-6
isg_spy_worlds_2019_0000000633,10-10 10-9 11-10 11-3 12-7 3-2 7-6 7-7 8-6 8-7
fla_ryl_worlds_2019_0000000085,12-10 12-11 13-10 13-11 13-9 3-1 4-1 5-1 7-6 7-9 8-6
spy_uol_5_2019_0000001356,4-6 5-5 6-4 7-3 7-4
lk_mg_worlds_2019_0000000882,1-13 1-14 3-5 4-4 4-5 6-7 6-8 7-7 7-8 7-9 8-8 8-9
dwg_lk_worlds_2019_0000001222,2-4 5-6 5-7 6-7 6-8 7-6 8-5 8-6
dwg_ryl_worlds_2019_0000000712,1-13 2-13 4-2 5-13 5-2 5-9 6-13 6-8 6-9 8-12 8-13 9-12 9-13
cg_ryl_1_worlds_2019_0000000034,4-7 5-8 6-7 6-8 7-10 7-11 7-9
dwg_lk_2_worlds_2019_0000000423,10-7 10-8 11-8 2-2 6-7 8-6 8-7
lk_mg_2_worlds_2019_0000000177,10-11 11-11 11-12 2-2 3-1 3-2 4-1 6-7 7-11 7-6 7-7
dwg_fla_worlds_2019_0000000105,10-10 10-11 11-10 11-11 11-2 2-2 2-3 3-2 3-7 4-7 6-7 7-7 9-12
fla_ryl_2_worlds_2019_0000001039,10-9 6-7 7-6 7-7 7-8 8-6 8-7 8-8 9-8 9-9
hka_lk_worlds_2019_0000000792,10-10 10-11 7-0 7-1 8-1 8-10 9-10 9-11 9-5 9-6 9-7
hka_lk_2_worlds_2019_0000000712,10-3 11-3 12-3 12-4 6-2 6-3 7-13 7-3 8-13 8-5
spy_uol_2_2019_0000000834,12-10 12-9 13-10 13-2 13-3 13-9 3-8 8-6
dwg_lk_3_worlds_2019_0000000618,10-9 11-10 11-11 12-10 12-11 2-3 2-4 3-3 7-7 7-8
spy_uol_2_2019_0000000302,10-11 10-12 10-6 10-7 11-11 11-12 11-7 12-11 12-12 3-1 3-2 4-1 4-2 7-6 7-7 8-6 8-7 9-7
spy_uol_6_2019_0000000442,10-12 10-13 2-3 3-6 4-6 6-6 6-7 6-8 7-7 7-8 9-12
spy_uol_6_2019_0000000252,10-10 10-9 11-10 12-10 2-2 2-3 2-4 5-3 7-6 7-7 8-6 8-7
cg_ryl_3_worlds_2019_0000001258,10-3 10-4 11-3 11-4 11-5 5-12 6-12 7-12 9-4
dwg_lk_2_worlds_2019_0000000739,12-7 12-8 6-2 6-3 6-5 7-4 7-5 7-6 7-7 8-2 8-6 8-7 9-2
hka_isg_3_2019_0000000946,5-5 6-4 6-5 6-6 6-7 7-10 7-6 7-7 7-9 8-10 8-9
lk_mg_2_worlds_2019_0000000294,1-12 1-13 10-12 10-9 11-11 11-12 2-12 2-13 2-2 2-3 3-6 4-2 4-3 5-2 5-3 6-8
cg_mmm_worlds_2019_0000001014,2-12 3-7 3-8 4-5 5-5 9-11
dfm_spy_worlds_2019_0000000722,10-10 10-9 11-10 11-9 12-10 2-12 9-10 9-9
cg_ryl_3_worlds_2019_0000000493,1-12 1-4 10-10 10-9 2-4 6-10 6-7 6-9 7-10 7-6 7-7 8-8
fla_ryl_2_worlds_2019_0000000473,10-10 10-9 11-8 11-9 12-10 12-11 13-10 2-3 3-3 7-6 7-7 8-5 8-6 8-7
hka_lk_2_worlds_2019_0000000182,10-12 10-6 11-11 11-12 3-2 3-3 4-2 6-7 7-7
hka_isg_3_2019_0000001011,10-6 2-2 2-3 3-2 3-3 3-5 4-4 4-5 8-5 9-5 9-6
fla_ryl_2_worlds_2019_0000000188,12-10 12-11 2-3 3-2 3-3 5-3 6-3 7-6 8-5 8-6
spy_uol_4_2019_0000000468,10-11 10-12 3-2 5-6 5-7 5-8 6-6 6-7 6-8
cg_ryl_2_worlds_2019_0000000831,10-0 10-3 11-0 12-0 12-7 12-8 3-3 3-4 3-5 4-0 5-0 6-0 7-0 8-0 8-7 9-0 9-3
fla_ryl_worlds_2019_0000000291,11-11 12-11 3-1 4-1 5-12 6-11 6-12 6-9 7-9 8-6 9-6
lk_mg_worlds_2019_0000000795,4-1 4-2 5-5 5-6 5-7 6-5 6-6 6-9 7-6 8-6 9-6
dwg_lk_3_worlds_2019_0000000131,10-12 11-12 3-2 3-6 4-1 4-2 7-6 7-7 8-6
fla_ryl_3_worlds_2019_0000000530,11-11 11-12 3-5 3-6 3-7 4-5 4-6 4-7 5-6 5-7 5-8 6-6 6-7 8-6
dwg_ryl_worlds_2019_0000000937,6-7 7-7 8-6 8-7 9-6
hka_lk_worlds_2019_0000000597,10-8 10-9 12-10 12-11 12-7 12-9 13-10 13-11 13-7 13-9 4-1 5-1 6-3 6-4 7-5 8-4 8-5
cg_uol_worlds_2019_0000000290,3-2 4-2 6-7 6-9 7-8 7-9
dwg_lk_2_worlds_2019_0000000211,10-12 11-11 11-12 12-11 4-1 5-1 5-2 6-1 6-7 7-7 8-3 9-3 9-4
hka_isg_1_2019_0000000214,10-6 11-10 12-10 12-9 2-2 2-3 3-2 4-8 7-7 7-8
dwg_lk_worlds_2019_0000001198,1-7 2-6 2-7 5-7 6-7 6-8 7-7 7-9
dwg_lk_4_worlds_2019_0000000341,10-12 10-13 11-10 11-9 12-10 12-9 13-10 13-9 2-6 3-6 6-7
dwg_lk_3_worlds_2019_0000000669,1-13 1-4 11-11 12-10 12-11 2-4 7-7 8-6 8-7 8-9 9-9
spy_uol_3_2019_0000000102,11-12 12-11 12-12 13-11 3-3 3-4 4-2 4-3 5-6 7-10 7-7 7-8 8-7
hka_lk_worlds_2019_0000000102,13-10 13-9 3-2 3-3 4-2 5-1 7-6 7-7 8-4 8-6 8-7
cg_mmm_worlds_2019_0000001104,10-3 11-2 11-3 11-4 11-5 11-6 12-2 12-3 4-8 5-7 5-8
hka_isg_4_2019_0000000945,11-5 12-5 2-2 2-3 3-2 3-3 5-6 5-7 6-6 6-7 6-8 7-7 7-8 8-12 8-13 9-10 9-9
spy_uol_3_2019_0000000696,2-4 6-12 7-7 7-8 8-7 8-8 9-7 9-8
fla_ryl_3_worlds_2019_0000000869,6-5 7-4 7-5 7-6 8-5 8-6 9-4 9-5
hka_lk_worlds_2019_0000000707,10-10 10-6 10-9 11-10 11-6 11-9 12-8 13-8 7-0 7-1 8-0 8-1 8-3 8-4 8-5 8-8 9-5 9-8
spy_uol_5_2019_0000000468,10-12 10-13 11-11 12-11 12-12 2-2 2-3 3-3 5-3 6-3 7-6 9-12 9-13
fla_ryl_2_worlds_2019_0000000797,11-8 11-9 12-10 12-11 13-10 2-3 3-2 3-3 6-7 6-8 7-7 7-8 8-7 8-8 9-7 9-8 9-9
dwg_ryl_worlds_2019_0000000275,10-11 10-12 11-11 11-12 2-3 2-4 5-5 5-6 6-6 6-7 7-6 7-7
fla_ryl_3_worlds_2019_0000000615,10-12 11-11 11-12 11-7 6-1 6-2 7-2 8-7 9-7
hka_isg_2_2019_0000000007,6-10 6-9 7-9 8-9
spy_uol_3_2019_0000000913,10-6 10-8 11-8 13-7 6-2 6-3 7-3 8-6
dwg_fla_worlds_2019_0000000346,10-10 10-11 10-12 11-12 3-2 4-1 4-2 6-7 7-7 8-3
dwg_fla_worlds_2019_0000000243,10-10 10-11 10-12 11-11 2-3 3-3 5-8 6-8 7-10 7-9 8-10 8-9
fla_ryl_worlds_2019_0000000536,3-2 4-1 4-2 4-3 4-6 7-6 7-7 7-8 8-7 8-8
isg_spy_worlds_2019_0000000575,10-10 10-11 11-10 11-11 13-1 4-2 5-1 5-2 8-6 8-7
cg_ryl_3_worlds_2019_0000000099,10-10 10-9 11-10 12-10 12-9 3-2 3-6 6-7 7-6 7-7
spy_uol_6_2019_0000000205,1-3 11-10 11-11 11-12 12-11 2-3 7-7 7-8 8-7
spy_uol_6_2019_0000001332,10-3 10-4 10-5 10-7 11-4 11-5 12-2 6-3 7-3 8-6 8-7 9-12 9-13 9-9
cg_ryl_1_worlds_2019_0000000979,3-3 4-3 4-5 5-2 5-3 5-4 5-5 6-3 6-5 6-6 8-11 9-10 9-11
dwg_lk_worlds_2019_0000001421,2-6 5-5 5-6 5-8 6-5 6-7 6-8 6-9
fla_ryl_worlds_2019_0000001023,12-10 13-10 13-9 4-6 4-7 5-4 6-4 6-5 6-7 6-8 7-7 7-8
hka_isg_4_2019_0000001028,11-11 11-12 3-2 3-3 6-3 6-4 6-7 6-8 7-4 7-6 7-8 8-3 8-4
dfm_spy_worlds_2019_0000000675,10-10 10-7 10-8 11-10 11-11 11-12 11-9 4-3 9-7 9-8
hka_isg_1_2019_0000000496,10-12 10-13 11-12 4-2 6-8 7-7 7-8 8-7 9-12 9-13
dwg_lk_3_worlds_2019_0000000761,1-5 2-5 5-9 6-7 6-8 6-9 7-6 7-7 8-6
dwg_lk_2_worlds_2019_0000000330,10-4 10-5 11-11 11-12 11-4 11-5 12-11 12-12 13-1 3-2 4-2 7-6 7-7 8-6 8-7
dwg_fla_worlds_2019_0000000297,10-11 10-12 10-4 11-4 12-4 12-5 3-2 4-2 8-2 8-6 9-2 9-3 9-4
dwg_lk_3_worlds_2019_0000000078,11-11 11-12 12-12 3-2 3-3 4-5 5-5 7-7 8-7
cg_ryl_3_worlds_2019_0000001125,12-10 12-11 4-4 4-5 4-6 5-6 6-6 6-7
fla_ryl_2_worlds_2019_0000001124,10-12 11-12 3-2 6-7 6-8 7-6 7-7 7-8 8-5 8-6
fla_ryl_3_worlds_2019_0000000554,1-2 1-3 10-11 10-3 10-4 11-10 11-11 11-3 11-4 12-9 2-2 2-3 3-2 3-3 5-7 6-7 7-7 7-8
cg_uol_worlds_2019_0000000451,4-5 4-9 6-7 6-8 7-6 7-7 8-6 8-7
hka_isg_3_2019_0000001406,1-12 12-1 13-1 2-12 2-13 4-2 4-3 5-2 5-3 7-7 9-2 9-3 9-9
lk_mg_worlds_2019_0000000468,10-13 11-12 11-13 12-12 2-2 3-1 3-2 3-3 6-10 6-7 6-8 7-10 7-7
lk_mg_2_worlds_2019_0000001199,12-9 4-3 4-4 5-5 5-6 6-5 6-6 7-5 7-6 7-7 8-6
spy_uol_5_2019_0000001922,10-3 10-4 11-3 11-4 11-5 12-4
spy_uol_5_2019_0000000760,11-1 11-10 11-11 11-3 12-10 12-11 12-3 12-4 12-9 7-7 8-4 8-5
dwg_lk_3_worlds_2019_0000000779,1-12 2-11 2-12 2-2 2-3 3-12 5-7 8-8 8-9 9-11 9-12
spy_uol_5_2019_0000000621,10-12 10-13 11-10 12-10 5-8 6-7 6-8 7-2 7-9 8-4 8-5 8-7 8-8
lk_mg_2_worlds_2019_0000000095,10-10 10-11 3-2 3-6 3-7 4-2 4-6 4-7 7-6 7-7 8-10 8-6 8-7 9-10 9-11
hka_mg_worlds_2019_0000000434,10-11 10-12 11-12 3-2 4-2 4-7 5-5 5-6 5-7 6-6 9-12
hka_lk_2_worlds_2019_0000000350,11-11 12-10 12-11 2-3 2-4 3-2 3-3 6-4 6-8 7-3 7-4 7-8 9-10
dwg_lk_3_worlds_2019_0000000862,1-8 2-8 7-8 7-9 8-7 8-8 9-5 9-8
fla_ryl_2_worlds_2019_0000000541,12-9 5-4 5-5 6-6 6-7 7-6 7-7 7-8 9-8 9-9
hka_lk_2_worlds_2019_0000000163,11-11 11-12 11-8 12-11 12-12 12-8 3-2 3-3 4-2 8-6 8-7
cg_ryl_3_worlds_2019_0000000828,2-12 2-13 4-8 6-2 6-3 6-4 6-5 6-8 6-9 7-1 7-2 7-6 7-7
spy_uol_2_2019_0000000803,10-11 10-12 12-10 12-11 13-10 7-7 7-8 8-10 8-8 9-10
dwg_lk_worlds_2019_0000001208,2-3 2-4 5-6 5-7 5-8 6-6 6-8 6-9 7-8 7-9
lk_mg_worlds_2019_0000000005,1-13 1-14 11-11 11-12 2-13 3-4 6-7 7-7 8-7
fla_ryl_worlds_2019_0000000948,10-10 13-6 13-7 2-12 5-5 6-5 6-8 6-9
dwg_lk_4_worlds_2019_0000000971,4-10 4-9 6-12 6-13
spy_uol_3_2019_0000000322,1-1 1-8 11-11 11-12 12-10 12-11 2-3 2-8 3-2 3-3 6-8 7-8 8-9
dwg_fla_worlds_2019_0000000574,12-10 12-9 3-2 3-3 5-2 6-2 6-3 7-3 8-6 9-5 9-6
hka_isg_2_2019_0000000995,10-5 10-7 11-6 11-7 12-6 12-7 3-3 4-3 6-3 7-3 8-6 9-5
spy_uol_6_2019_0000000272,12-10 12-11 12-2 12-3 13-2 13-3 2-3 3-2 3-3 7-2 7-7 7-8 8-2 8-5 8-6 8-7 9-5
hka_isg_3_2019_0000001489,4-2 7-4 7-5 8-3 8-4 8-5 8-6 8-7 9-4 9-5 9-6 9-7
spy_uol_2_2019_0000000954,10-4 11-4 11-5 12-1 12-9 3-2 6-2 6-3 7-2 7-3 8-8 8-9
spy_uol_3_2019_0000001350,2-12 3-11 4-7 4-8 4-9 5-8 5-9 7-8 7-9 8-3 8-4 9-3 9-4 9-5
isg_spy_worlds_2019_0000000115,11-11 11-12 13-2 13-3 2-3 3-2 3-3 6-7 6-8 7-5 8-6 8-7 9-6 9-7
hka_lk_2_worlds_2019_0000000961,10-9 5-8 7-8 8-1 8-10 8-2 8-8 8-9 9-10 9-9
cg_ryl_2_worlds_2019_0000000653,12-10 12-2 12-3 13-0 13-10 13-3 4-0 6-0 7-0 7-8 8-5 8-6 8-7 8-8 9-0 9-3 9-4 9-6 9-7
spy_uol_3_2019_0000000317,1-10 10-10 10-9 11-11 11-12 12-11 4-9 5-9 6-8 9-9
hka_isg_3_2019_0000000266,10-6 10-7 10-9 11-10 11-9 12-10 12-9 2-2 3-2 3-3 7-6 7-7 8-5 8-6 9-10 9-6
cg_ryl_1_worlds_2019_0000000392,10-10 11-10 12-10 4-2 5-5 5-6 6-6 6-7 7-4 7-5 7-7 8-4 8-5 8-6 8-9
cg_ryl_3_worlds_2019_0000000498,2-5 3-4 3-5 3-6 4-4 6-7 6-8 7-6 7-7 7-8 8-9 9-9
spy_uol_4_2019_0000001292,10-4 10-5 12-12 12-9 7-2 9-4 9-5 9-6
dwg_lk_3_worlds_2019_0000000177,10-10 10-11 11-10 11-11 12-10 4-1 5-1 6-2 6-3 7-7 8-7
hka_mg_worlds_2019_0000000839,10-10 10-11 10-8 11-10 11-11 11-8 3-4 7-7 8-6 8-7 8-8 8-9 9-8 9-9
isg_spy_worlds_2019_0000000589,10-8 10-9 11-8 11-9 12-8 13-7 13-8 13-9 4-1 4-2 5-1 5-2 7-7
hka_isg_3_2019_0000000017,3-5 3-6 3-7 4-5 4-6 4-7 5-7 6-7
cg_ryl_1_worlds_2019_0000000673,1-3 10-11 11-10 11-11 11-12 2-3 3-2 8-7 9-11
lk_mg_2_worlds_2019_0000000963,10-12 10-13 4-2 4-3 5-3 6-10 6-9 7-10 7-12 7-7 8-11 8-12 8-7 9-12
dwg_lk_3_worlds_2019_0000000844,10-6 11-7 12-6 12-7 3-6 3-7 3-8 8-6 8-7 9-6 9-7
dwg_ryl_worlds_2019_0000000175,12-10 12-11 2-3 2-4 6-10 6-7 6-9 7-11 7-12 7-7
fla_ryl_2_worlds_2019_0000001136,4-2 4-3 5-2 5-3 6-2 6-3 6-8 7-12 7-13 7-7 8-12 8-13 8-8 8-9
dwg_fla_worlds_2019_0000000745,1-3 1-4 2-3 2-4 3-3 5-5 5-6 5-8 5-9 6-8
dwg_lk_worlds_2019_0000000492,12-11 12-12 5-3 5-5 6-3 6-4 6-6 7-2 7-3 8-6 9-6
isg_spy_worlds_2019_0000000265,11-11 12-1 12-10 12-11 13-1 6-2 6-7 6-8
cg_ryl_3_worlds_2019_0000001234,10-3 10-4 11-3 11-4 2-5 2-6 9-3 9-4 9-5
fla_ryl_worlds_2019_0000001156,2-12 3-10 3-11 4-10 5-10 5-9 6-9 7-11 7-12 8-1 8-11 8-12
cg_uol_worlds_2019_0000000230,11-10 11-11 11-7 11-8 12-10 12-11 3-2 4-2 5-10 5-11 5-12 6-10 6-11 6-12 7-4 7-5 7-6 7-7
dwg_lk_4_worlds_2019_0000000066,12-11 12-12 3-3 4-3 4-5 4-6 7-4 7-7 8-4 8-7
isg_spy_worlds_2019_0000000373,12-10 12-9 13-10 13-7 13-9 2-4 3-4 5-6 5-7 7-7 7-8 8-8
hka_isg_1_2019_0000000619,11-9 12-8 2-3 2-4 6-6 6-7 7-6 7-7 7-9 8-10 8-11 8-9
spy_uol_4_2019_0000000646,10-11 11-1 12-1 13-1 8-6 9-6
spy_uol_6_2019_0000001337,10-4 10-5 12-2 6-2 7-2 8-7 9-4 9-5
fla_ryl_3_worlds_2019_0000000061,1-2 1-3 10-12 11-11 11-12 12-12 2-2 2-3 5-3 6-3 6-7 6-8 7-7 7-8
hka_isg_4_2019_0000000255,10-7 11-7 12-9 13-9 3-2 3-3 5-1 5-2 7-6 7-7
cg_ryl_1_worlds_2019_0000000497,3-2 3-3 5-4 5-5 5-6 6-5 6-7 7-6 7-7 8-8 8-9 9-9
dwg_lk_4_worlds_2019_0000000596,10-12 12-11 12-12 2-6 3-6 4-6 6-7 6-8 7-7 7-8 9-12 9-13
fla_ryl_3_worlds_2019_0000000850,1-12 10-6 10-7 11-6 11-7 5-5 6-2 6-3 8-6 8-7 9-6 9-7
cg_ryl_1_worlds_2019_0000000011,3-4 4-10 4-11 5-10 5-11 6-7 6-9 7-11 7-7 8-10 8-11 8-9 9-11
lk_mg_2_worlds_2019_0000000969,10-12 11-11 11-12 5-1 5-2 7-10 7-11 8-8 8-9 9-4 9-5 9-8 9-9
dfm_spy_worlds_2019_0000001102,10-8 7-6 8-6 9-7 9-8
spy_uol_5_2019_0000000482,0-1 10-12 11-11 11-12 11-2 12-2 6-7 6-8 7-7 7-8
mmm_uol_worlds_2019_0000000608,1-11 1-12 1-5 10-10 10-11 2-11 2-12 2-5 3-2 3-4 4-4 5-4 5-7 5-8 6-7 6-8 8-11
lk_mg_worlds_2019_0000000597,10-11 10-12 10-13 11-12 11-13 3-2 3-3 4-4 7-7 7-8 8-11 9-11
fla_ryl_worlds_2019_0000000645,10-11 10-12 11-11 4-1 5-1 7-2 7-3 9-11 9-12
hka_isg_1_2019_0000000833,10-6 10-7 10-8 12-7 12-9 3-1 3-2 4-1 4-2 9-10 9-5 9-7 9-8
hka_isg_1_2019_0000000781,1-13 11-11 2-12 2-13 2-7 6-7 6-8 7-8 8-11 8-6
lk_mg_2_worlds_2019_0000001247,10-4 2-11 2-12 3-11 8-5 9-5
isg_spy_worlds_2019_0000000516,10-8 10-9 3-2 4-2 6-6 6-7 7-6 7-7 8-5 9-12 9-4 9-5 9-8 9-9
mmm_uol_worlds_2019_0000000169,1-13 12-10 12-11 2-12 2-13 2-3 2-4 3-3 3-4 3-8 4-8 7-7 8-7
spy_uol_2_2019_0000000967,12-4 13-4 3-2 8-1 8-2 8-4 9-1 9-2 9-4 9-5
hka_isg_2_2019_0000000829,11-11 11-12 12-11 12-12 12-9 13-9 3-2 4-1 4-2 6-2 6-3 9-5 9-6 9-9
hka_lk_2_worlds_2019_0000000585,1-4 10-11 11-11 12-11 2-3 2-4 4-5 5-5
hka_isg_1_2019_0000000947,3-7 3-8 7-10 7-11 7-8 8-11 8-12 8-8
mmm_uol_worlds_2019_0000000879,10-10 2-4 3-11 3-4 4-11 7-9 8-11 8-12 9-12 9-13
hka_isg_4_2019_0000000644,4-2 7-12 7-13 7-3 7-4 8-12 8-6 8-7 8-8 8-9 9-7 9-8
cg_mmm_worlds_2019_0000000525,3-2 3-3 4-5 4-6 5-5 5-6 6-7 6-8 7-6 7-7 7-8 8-11 8-12 9-11 9-12
dwg_lk_worlds_2019_0000000930,10-9 3-5 7-6 7-7 7-9 8-6 8-7 8-9 9-9
dwg_lk_worlds_2019_0000000147,1-12 1-13 10-11 10-12 11-11 11-12 2-9 3-2 3-3 3-8 3-9 4-10 6-7 7-7 8-7 9-12
fla_ryl_2_worlds_2019_0000000295,10-10 11-10 11-11 11-9 12-10 12-11 12-9 2-3 2-4 3-4 7-7 8-6 8-7
spy_uol_3_2019_0000000034,10-8 3-5 4-5 8-7 8-8 8-9 9-8 9-9
fla_ryl_3_worlds_2019_0000000002,12-9 3-1 3-3 4-3 4-4 4-5 5-5 5-6 6-5 6-6 7-3 7-4 7-6 7-7 7-8 8-3 8-4 8-7 8-8
cg_uol_worlds_2019_0000000521,13-9 2-11 2-12 3-1 3-2 3-4 4-7 5-5 5-7 6-6 6-7 7-6 8-6
dwg_fla_worlds_2019_0000000709,13-1 5-3 5-4 6-3 6-4 7-12 7-6 7-7 8-2 8-6 8-7
cg_ryl_1_worlds_2019_0000001044,10-12 11-11 11-12 4-4 4-5 5-10 5-4 5-5 6-8 8-6
dfm_spy_worlds_2019_0000001021,12-10 13-10 3-1 3-2 4-2 4-4 5-3 5-4 6-2 6-3 6-6 6-7 7-6 7-7 9-5
hka_lk_worlds_2019_0000000181,10-10 10-9 11-10 11-9 12-3 12-4 13-0 13-1 14-0 14-1 4-1 5-1 7-7
cg_uol_worlds_2019_0000000389,12-11 13-10 13-11 13-8 13-9 14-10 3-2 9-5
spy_uol_6_2019_0000000081,10-8 10-9 11-10 11-11 11-8 11-9 12-11 2-3 3-2 3-3 3-6 7-7 7-8 8-7
lk_mg_2_worlds_2019_0000000323,1-6 1-7 10-12 10-13 3-2 3-3 3-4 4-2 6-10 6-9 7-10 7-6 7-9 8-7 8-8 8-9 9-12 9-13
spy_uol_3_2019_0000000845,1-13 12-7 13-7 7-3 7-4 8-4 8-5
dwg_fla_worlds_2019_0000000828,10-10 10-11 2-3 2-4 3-3 3-4 7-7 7-8 7-9 9-10
dwg_lk_3_worlds_2019_0000001183,4-4 4-5 5-4 5-5 6-4 7-4
spy_uol_4_2019_0000000380,10-12 10-13 10-6 10-7 11-11 11-12 2-3 2-4 3-3 5-8 6-7 6-8 7-7 7-8 9-10 9-11 9-12
hka_isg_1_2019_0000000896,11-7 12-6 12-7 8-5 8-6
dwg_ryl_worlds_2019_0000000420,10-11 10-12 10-9 11-10 11-11 2-11 2-12 3-11 3-2 4-1 4-2 6-7
hka_mg_worlds_2019_0000001178,10-12 11-2 11-3 6-7 6-8 7-5 7-7 7-8 8-10 8-5 8-9 9-9
hka_lk_worlds_2019_0000000457,11-11 12-11 5-0 5-1 6-4 7-2 7-4 7-5 7-6 7-7 8-7
mmm_uol_worlds_2019_0000000006,10-10 11-10 4-5 5-6 6-7 7-7 7-9 8-9
fla_ryl_2_worlds_2019_0000000622,1-3 1-4 11-8 11-9 12-9 2-3 2-4 6-7 7-6 7-7 8-6
cg_ryl_3_worlds_2019_0000001250,1-12 1-13 10-3 10-4 11-3 11-4 11-5 12-4 2-12 2-13 7-12 7-13
spy_uol_6_2019_0000000424,11-10 11-12 12-10 12-12 2-5 3-5 4-7 4-8 7-7
spy_uol_5_2019_0000000984,4-4 4-6 4-7 5-5 5-6 5-7 5-8
hka_isg_2_2019_0000000270,10-12 11-11 11-12 3-2 3-3 4-2 7-6 7-7 8-8 9-8
dwg_fla_worlds_2019_0000000730,10-6 11-2 11-3 12-2 2-3 2-4 3-3 4-3 4-4 5-3 5-4 7-12 7-13 8-12 8-13 8-6 9-6
spy_uol_5_2019_0000001630,10-10 10-9 11-11 11-12 2-5 4-10 4-9 5-10 7-8 8-8 8-9 9-9
lk_mg_2_worlds_2019_0000000121,11-11 11-12 12-11 12-12 3-3 3-4 4-4 6-7 6-8 7-10 7-7 7-8 7-9
hka_isg_3_2019_0000001162,11-7 11-8 12-8 4-2 4-3 5-2 5-3 6-6 6-7 8-5 9-4 9-5
hka_isg_4_2019_0000000491,1-4 12-10 12-9 2-4 2-5 3-4 3-5 6-6 6-7
hka_isg_2_2019_0000000732,3-2 3-3 4-2 7-8 8-6 8-8 9-10 9-8 9-9
cg_ryl_3_worlds_2019_0000000236,12-10 12-9 3-1 3-2 3-6 4-1 4-2 6-6 6-7 7-6 7-7
mmm_uol_worlds_2019_0000000986,2-7 2-8 3-7 3-8
spy_uol_6_2019_0000001567,11-6 12-5 12-6 12-7 12-8 9-4
fla_ryl_2_worlds_2019_0000001346,7-11 7-12 7-8 8-7 8-8
mmm_uol_worlds_2019_0000000052,3-2 6-7 6-8 7-10 7-6 7-7 8-10
hka_lk_2_worlds_2019_0000000114,10-12 10-7 10-8 11-11 11-12 3-2 4-1 4-2 7-6 7-7 8-6
isg_spy_worlds_2019_0000000414,1-7 11-1 11-11 11-2 11-3 11-7 11-8 12-1 12-2 12-3 2-7 5-2 5-3 6-2 9-4
spy_uol_4_2019_0000001481,10-4 12-4 12-5 6-4 7-4 7-5 9-4
dwg_fla_worlds_2019_0000000531,12-8 12-9 13-2 2-3 2-4 6-7 7-7
hka_mg_worlds_2019_0000000892,4-4 4-5 5-5 5-6 6-5 6-6 7-5 7-6 7-7 7-8 8-6
lk_mg_worlds_2019_0000000222,1-4 1-5 11-12 12-11 12-12 13-11 2-4 5-9 7-7 7-8 8-6 8-7 9-12 9-13
lk_mg_2_worlds_2019_0000000849,11-11 11-12 7-7 7-8 8-7 8-8 9-8
spy_uol_5_2019_0000000331,12-10 12-11 2-3 3-5 4-5 6-7 6-8 7-7
dwg_lk_2_worlds_2019_0000000374,10-10 10-9 11-10 11-9 12-10 12-9 3-2 4-2
hka_isg_3_2019_0000001658,10-11 10-9 11-11 7-12 7-7 8-12 9-10 9-11 9-9
